"","mz1","rt1","Intensity","mz2","rt2","Metabolite","Accession","Theoretical_mz","Adduct","Charge","Annotation","Score","delmz_ppm","Grades"
"6330",147.0452706,9.36295,2131636,147.0453625,9.333488973,"3-(4-Hydroxyphenyl)propionic acid","NISTNO:1349956",147.0453625,"[M-H-H2O]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6333",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Metolcarb_RT2","NISTNO:1177778",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6336",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Benzocaine_RT2","NISTNO:1256195",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6339",147.0452706,9.36295,2131636,147.0453625,9.333488973,"Ethenzamide_RT2","NISTNO:1119548",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6342",147.0452706,9.36295,2131636,147.0453625,9.333488973,"L-Phenylalanine_RT2","NISTNO:1571721",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6345",147.0452706,9.36295,2131636,147.0453625,9.333488973,"DL-Phenylalanine_RT2","NISTNO:1189965",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6348",147.0452706,9.36295,2131636,147.0453625,9.333488973,"N-(4-Hydroxyphenyl)propanamide_RT2","NISTNO:1340720",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6351",147.0452706,9.36295,2131636,147.0453625,9.333488973,"N-Methyl-3,4-(methylenedioxy)benzylamine_RT2","NISTNO:1297192",147.0453625,"[M-H-NH3]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6354",147.0452706,9.36295,2131636,147.0453625,9.333488973,"4-Chromanone_RT2","NISTNO:1227951",147.0453625,"[M-H]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6357",147.0452706,9.36295,2131636,147.0453625,9.333488973,"3,4-Dihydrocoumarin_RT2","NISTNO:1159006",147.0453625,"[M-H]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6360",147.0452706,9.36295,2131636,147.0453625,9.333488973,"trans-Cinnamic acid_RT2","NISTNO:1356187",147.0453625,"[M-H]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"6363",147.0452706,9.36295,2131636,147.0453625,9.333488973,"2-Phenylmalonaldehyde_RT2","NISTNO:1341578",147.0453625,"[M-H]-",-1,"12C",0.930906425113698,0.624977597892447,"A+"
"5011",101.0244751,10.6079166666667,4637395.5,101.0244212,10.65186564,"D-(-)-Erythrose_RT3","NISTNO:1051947",101.0244212,"[M-H-H2O]-",-1,"12C",0.930876209870473,0.533534076214147,"A+"
"1030",78.95912132,10.3358,72984640,78.9590726,10.30380859,"Phosphoric acid_RT3","NISTNO:1229558",78.9590726,"[M-H-H2O]-",-1,"12C",0.930496851830814,0.617028142927011,"A+"
"704",154.0623177,11.0793,154156544,154.0622135,11.09596863,"L-Histidine","NISTNO:1189295",154.0622135,"[M-H]-",-1,"12C",0.930341316518836,0.67634968457538,"A+"
"4686",161.0455971,10.5800666666667,4753225.5,161.0456335,10.64869181,".beta.-D-Glucose_RT5","NISTNO:1541713",161.0456335,"[M-H-H2O]-",-1,"12C",0.927748536275406,0.226022944150693,"A+"
"2215",179.0562206,10.6079166666667,25533004,179.056113,10.65050863,"D-Psicose_RT4","NISTNO:1022370",179.056113,"[M-H]-",-1,"12C",0.926343860433187,0.600928577727655,"A+"
"2251",179.0562206,10.6079166666667,25533004,179.056113,10.65050863,"L-Sorbose_RT4","NISTNO:1022311",179.056113,"[M-H]-",-1,"12C",0.926343860433187,0.600928577727655,"A+"
"4197",173.1044151,18.9145,7798319,173.1043907,18.84120483,"DL-Arginine","NISTNO:1051521",173.1043907,"[M-H]-",-1,"12C",0.925361764761696,0.140955388034604,"A+"
"4205",173.1044151,18.9145,7798319,173.1043907,18.84120483,"L-Arginine","NISTNO:1005849",173.1043907,"[M-H]-",-1,"12C",0.925361764761696,0.140955388034604,"A+"
"218",146.0459595,9.98763333333333,776508416,146.0458625,10.02586365,"O-Acetyl-L-serine_RT5","NISTNO:1180199",146.0458625,"[M-H]-",-1,"12C",0.923365578332041,0.664174485504297,"A+"
"4691",161.0455971,10.5800666666667,4753225.5,161.0455455,10.65050863,".beta.-D-Glucose_RT5","NISTNO:1541712",161.0455455,"[M-H-H2O]-",-1,"12C",0.922613494597747,0.32040615164478,"A+"
"4709",161.0455971,10.5800666666667,4753225.5,161.0455455,10.65050863,"D-(+)-Mannose_RT5","NISTNO:1076626",161.0455455,"[M-H-H2O]-",-1,"12C",0.922613494597747,0.32040615164478,"A+"
"4745",161.0455971,10.5800666666667,4753225.5,161.0455455,10.65050863,"L-Sorbose_RT5","NISTNO:1022315",161.0455455,"[M-H-H2O]-",-1,"12C",0.922613494597747,0.32040615164478,"A+"
"4754",161.0455971,10.5800666666667,4753225.5,161.0455455,10.65050863,"D-Psicose_RT5","NISTNO:1564772",161.0455455,"[M-H-H2O]-",-1,"12C",0.922613494597747,0.32040615164478,"A+"
"4763",161.0455971,10.5800666666667,4753225.5,161.0455455,10.65050863,"myo-Inositol_RT5","NISTNO:1541418",161.0455455,"[M-H-H2O]-",-1,"12C",0.922613494597747,0.32040615164478,"A+"
"340",124.0074374,10.11555,497844864,124.0073855,10.1818339,"Taurine","NISTNO:1173844",124.0073855,"[M-H]-",-1,"12C",0.921608847464392,0.418523284495734,"A+"
"679",180.0666931,10.0222333333333,155368896,180.0666924,10.10454508,"L-Tyrosine","NISTNO:1187844",180.0666924,"[M-H]-",-1,"12C",0.917687335349387,0.00388744860714997,"A+"
"4687",161.0455971,10.5800666666667,4753225.5,161.0455409,10.65536804,".beta.-D-Glucose_RT5","NISTNO:1541710",161.0455409,"[M-H-H2O]-",-1,"12C",0.917005458727383,0.348969490810564,"A+"
"4705",161.0455971,10.5800666666667,4753225.5,161.0455409,10.65536804,"D-(+)-Mannose_RT5","NISTNO:1022451",161.0455409,"[M-H-H2O]-",-1,"12C",0.917005458727383,0.348969490810564,"A+"
"4750",161.0455971,10.5800666666667,4753225.5,161.0455409,10.65536804,"D-Psicose_RT5","NISTNO:1564762",161.0455409,"[M-H-H2O]-",-1,"12C",0.917005458727383,0.348969490810564,"A+"
"1027",78.95912132,10.3358,72984640,78.95910788,10.25363057,"Phosphoric acid_RT3","NISTNO:1052381",78.95910788,"[M-H-H2O]-",-1,"12C",0.916086082612515,0.17021465999988,"A+"
"4692",161.0455971,10.5800666666667,4753225.5,161.0455426,10.65872599,"D-Fructose_RT5","NISTNO:1022475",161.0455426,"[M-H-H2O]-",-1,"12C",0.914369830422678,0.338413474108627,"A+"
"1029",78.95912132,10.3358,72984640,78.95912137,10.24842428,"Phosphoric acid_RT3","NISTNO:1229551",78.95912137,"[M-H-H2O]-",-1,"12C",0.912624257053588,0.00063323920538337,"A+"
"126",89.02451953,8.77748333333333,1174845056,89.02446321,8.716073608,".beta.-Hydroxypropionic acid","NISTNO:1127167",89.02446321,"[M-H]-",-1,"12C",0.911832993843533,0.632634697837478,"A+"
"1836",115.0037558,9.73508333333333,29165868,115.0036932,9.804545085,"DL-Malic acid","NISTNO:1370752",115.0036932,"[M-H-H2O]-",-1,"12C",0.911750994546553,0.544330048676421,"A+"
"1845",115.0037558,9.73508333333333,29165868,115.0036932,9.804545085,"Diglycolic acid","NISTNO:1143410",115.0036932,"[M-H-H2O]-",-1,"12C",0.911750994546553,0.544330048676421,"A+"
"1853",115.0037558,9.73508333333333,29165868,115.0036932,9.804545085,"D-Aspartic acid","NISTNO:1250928",115.0036932,"[M-H-NH3]-",-1,"12C",0.911750994546553,0.544330048676421,"A+"
"1862",115.0037558,9.73508333333333,29165868,115.0036932,9.804545085,"L-Aspartic acid","NISTNO:1189460",115.0036932,"[M-H-NH3]-",-1,"12C",0.911750994546553,0.544330048676421,"A+"
"1880",115.0037558,9.73508333333333,29165868,115.0036932,9.804545085,"Fumaric acid","NISTNO:1367949",115.0036932,"[M-H]-",-1,"12C",0.911750994546553,0.544330048676421,"A+"
"3273",127.0514326,10.9589333333333,18828698,127.0513159,10.94787496,"L-Glutamine_RT5","NISTNO:1369704",127.0513159,"[M-H-H2O]-",-1,"12C",0.907484156176605,0.918525652204414,"A+"
"3289",127.0514326,10.9589333333333,18828698,127.0513159,10.94787496,"Ala-Gly_RT5","NISTNO:1636259",127.0513159,"[M-H-H2O]-",-1,"12C",0.907484156176605,0.918525652204414,"A+"
"5584",161.0456276,10.7932166666667,3116817.75,161.045587,10.70042013,"myo-Inositol_RT5","NISTNO:1541421",161.045587,"[M-H-H2O]-",-1,"12C",0.903839957598093,0.252102466748844,"A+"
"5761",161.0456276,10.7932166666667,3116817.75,161.045587,10.70042013,"1,6-Anhydro-.beta.-D-glucose_RT4","NISTNO:1344586",161.045587,"[M-H]-",-1,"12C",0.903839957598093,0.252102466748844,"A+"
"2219",179.0562206,10.6079166666667,25533004,179.0561493,10.70042013,".beta.-D-Allose_RT4","NISTNO:1625716",179.0561493,"[M-H]-",-1,"12C",0.89928994682989,0.398198955406097,"A"
"6627",505.9890137,10.2966333333333,1829771,505.988536,10.34737549,"Adenosine 5'-triphosphate_RT2","NISTNO:1162435",505.988536,"[M-H]-",-1,"12C",0.892818580001744,0.94409164436818,"A"
"6636",505.9890137,10.2966333333333,1829771,505.988536,10.34737549,"2'-Deoxyguanosine 5'-triphosphate_RT2","NISTNO:1160995",505.988536,"[M-H]-",-1,"12C",0.892818580001744,0.94409164436818,"A"
"1961",119.0170956,27.9246666666667,28611706,119.0170801,28.03471069,"2-(Ethylsulfonyl)ethanol_RT2","NISTNO:1236535",119.0170801,"[M-H-H2O]-",-1,"12C",0.889188022154921,0.130233391475055,"A"
"1970",119.0170956,27.9246666666667,28611706,119.0170801,28.03471069,"Thiodiglycol sulfoxide_RT2","NISTNO:1381295",119.0170801,"[M-H-H2O]-",-1,"12C",0.889188022154921,0.130233391475055,"A"
"1979",119.0170956,27.9246666666667,28611706,119.0170801,28.03471069,"Sulfolane_RT2","NISTNO:1197665",119.0170801,"[M-H]-",-1,"12C",0.889188022154921,0.130233391475055,"A"
"2733",179.0561807,11.7091,23312304,179.0561103,11.81839396,"D-Psicose_RT6","NISTNO:1564763",179.0561103,"[M-H]-",-1,"12C",0.883849161328615,0.393172688724013,"A"
"7058",229.1347046,8.67198333333333,1435453.25,229.1344753,8.601938883,"Pindolol","NISTNO:1006415",229.1344753,"[M-H-H2O]-",-1,"12C",0.877849854608252,1.00072138963482,"A"
"7060",229.1347046,8.67198333333333,1435453.25,229.1344753,8.601938883,"1H-Inden-5-amine, 2,3-dihydro-1,1,3,3,6-pentamethyl-7-nitro-","NISTNO:1005541",229.1344753,"[M-H-H2O]-",-1,"12C",0.877849854608252,1.00072138963482,"A"
"7062",229.1347046,8.67198333333333,1435453.25,229.1344753,8.601938883,"4-[(1R)-1-Aminoethyl]-N-4-pyridinyl-trans-cyclohexanecarboxamide","NISTNO:1206518",229.1344753,"[M-H-NH3]-",-1,"12C",0.877849854608252,1.00072138963482,"A"
"7064",229.1347046,8.67198333333333,1435453.25,229.1344753,8.601938883,"N-(2,6-Dimethylphenyl)-1-piperazineacetamide","NISTNO:1494127",229.1344753,"[M-H-NH3]-",-1,"12C",0.877849854608252,1.00072138963482,"A"
"7066",229.1347046,8.67198333333333,1435453.25,229.1344753,8.601938883,"Ibudilast","NISTNO:1401720",229.1344753,"[M-H]-",-1,"12C",0.877849854608252,1.00072138963482,"A"
"7068",229.1347046,8.67198333333333,1435453.25,229.1344753,8.601938883,"Propyphenazone","NISTNO:1021025",229.1344753,"[M-H]-",-1,"12C",0.877849854608252,1.00072138963482,"A"
"5857",178.051062,4.22571666666667,2943260,178.0509806,4.352848307,"3,4-Dihydroxy-L-phenylalanine","NISTNO:1359891",178.0509806,"[M-H-H2O]-",-1,"12C",0.864898118452167,0.457172223994491,"A"
"5863",178.051062,4.22571666666667,2943260,178.0509806,4.352848307,"Adrenochrome","NISTNO:1621661",178.0509806,"[M-H]-",-1,"12C",0.864898118452167,0.457172223994491,"A"
"5866",178.051062,4.22571666666667,2943260,178.0509806,4.352848307,"1-(3-Pyridyl)-1-butanone-4-carboxylic acid","NISTNO:1260819",178.0509806,"[M-H]-",-1,"12C",0.864898118452167,0.457172223994491,"A"
"5869",178.051062,4.22571666666667,2943260,178.0509806,4.352848307,"Hippuric acid","NISTNO:1565286",178.0509806,"[M-H]-",-1,"12C",0.864898118452167,0.457172223994491,"A"
"5872",178.051062,4.22571666666667,2943260,178.0509806,4.352848307,"p-Acetaminobenzoic acid","NISTNO:1198707",178.0509806,"[M-H]-",-1,"12C",0.864898118452167,0.457172223994491,"A"
"766",218.1035156,8.9109,132921032,218.1033513,8.786035156,"Pantothenic acid_RT2","NISTNO:1052461",218.1033513,"[M-H]-",-1,"12C",0.854171267344061,0.753312020406768,"A"
"488",191.0198626,9.98763333333333,279973728,191.0197991,10.1818339,"Citric acid_RT2","NISTNO:1369624",191.0197991,"[M-H]-",-1,"12C",0.80297479442177,0.332426163153403,"A"
"4349",111.0088697,9.98763333333333,6363198.5,111.0088292,10.22403564,"2-Furancarboxylic acid_RT4","NISTNO:1052297",111.0088292,"[M-H]-",-1,"12C",0.760799035193059,0.364835711965043,"B"
"7297",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"D-(-)-Citramalic acid","NISTNO:1351215",129.0194206,"[M-H-H2O]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"7300",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"D-(+)-Ribonic acid .gamma.-lactone","NISTNO:1349674",129.0194206,"[M-H-H2O]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"7303",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"3-Hydroxyglutaric acid","NISTNO:1260420",129.0194206,"[M-H-H2O]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"7306",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"L-2-Hydroxyglutaric acid","NISTNO:1357272",129.0194206,"[M-H-H2O]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"7309",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"L-Glutamic acid_RT7","NISTNO:1188753",129.0194206,"[M-H-NH3]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"7312",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"O-Acetyl-L-serine_RT7","NISTNO:1180199",129.0194206,"[M-H-NH3]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"7315",129.0194804,9.94406666666667,1132177.75,129.0194206,10.1818339,"N-Methyl-D-aspartic acid_RT7","NISTNO:1255292",129.0194206,"[M-H-NH3]-",-1,"12C",0.757757266926321,0.463495898581349,"B"
"8452",125.0245171,10.8475166666667,152383.2813,125.0244267,10.61391195,"1,2,4-Benzenetriol_RT2","NISTNO:1557535",125.0244267,"[M-H]-",-1,"12C",0.755461056294093,0.723058181606919,"B"
"8455",125.0245171,10.8475166666667,152383.2813,125.0244267,10.61391195,"1,2,3-Benzenetriol_RT2","NISTNO:1621756",125.0244267,"[M-H]-",-1,"12C",0.755461056294093,0.723058181606919,"B"
"4200",173.1044151,18.9145,7798319,173.10427,19.14901326,"DL-Arginine","NISTNO:1285034",173.10427,"[M-H]-",-1,"12C",0.750956555594832,0.838222409946236,"B"
"4208",173.1044151,18.9145,7798319,173.10427,19.14901326,"L-Arginine","NISTNO:1188947",173.10427,"[M-H]-",-1,"12C",0.750956555594832,0.838222409946236,"B"
"8450",125.0245171,10.8475166666667,152383.2813,125.0243631,10.63012594,"1,2,4-Benzenetriol_RT2","NISTNO:1557546",125.0243631,"[M-H]-",-1,"12C",0.750138006555512,1.23175840680676,"B"
"8453",125.0245171,10.8475166666667,152383.2813,125.0243631,10.63012594,"1,2,3-Benzenetriol_RT2","NISTNO:1621763",125.0243631,"[M-H]-",-1,"12C",0.750138006555512,1.23175840680676,"B"
"2741",179.0561807,11.7091,23312304,179.0561442,11.99031372,"D-Fructose_RT6","NISTNO:1051793",179.0561442,"[M-H]-",-1,"12C",0.718048424682357,0.203846635454966,"B"
"2750",179.0561807,11.7091,23312304,179.0561442,11.99031372,".beta.-D-Allose_RT6","NISTNO:1052565",179.0561442,"[M-H]-",-1,"12C",0.718048424682357,0.203846635454966,"B"
"494",191.0198626,9.98763333333333,279973728,191.0198006,10.30331523,"Isocitric acid_RT2","NISTNO:1372213",191.0198006,"[M-H]-",-1,"12C",0.682653911400164,0.324573576643308,"C"
"7970",144.0666771,10.7676333333333,742570.0625,144.0666094,10.26252543,"DL-5-Hydroxylysine","NISTNO:1281347",144.0666094,"[M-H-NH3]-",-1,"12C",0.492710877034998,0.469921298602892,"D"
"3978",188.0565135,9.66265,10478579,188.0565001,10.26252543,"N-Acetyl-L-glutamic acid","NISTNO:1180267",188.0565001,"[M-H]-",-1,"12C",0.400082251871975,0.0712551761748699,"D"
"3977",188.0565135,9.66265,10478579,188.0564855,10.30331523,"N-Acetyl-L-glutamic acid","NISTNO:1180274",188.0564855,"[M-H]-",-1,"12C",0.359161780588044,0.148891412826018,"D"
"4273",101.0608215,4.06043333333333,6995847.5,101.0608236,3.366582743,"Pentanoic acid","NISTNO:1057056",101.0608236,"[M-H]-",-1,"12C",0.306146298122207,0.0207795659292609,"D"
"4280",101.0608215,4.06043333333333,6995847.5,101.0608236,3.366582743,"DL-2-Methylbutyric acid","NISTNO:1185088",101.0608236,"[M-H]-",-1,"12C",0.306146298122207,0.0207795659292609,"D"
"51",128.0354368,9.32388333333333,1605208192,128.0353989,8.622757975,"L-Glutamine_RT2","NISTNO:1571688",128.0353989,"[M-H-NH3]-",-1,"12C",0.298250045991166,0.296011799318381,"D"
"108",128.0354368,9.32388333333333,1605208192,128.0353989,8.622757975,"L-Pyroglutamic acid_RT2","NISTNO:1352357",128.0353989,"[M-H]-",-1,"12C",0.298250045991166,0.296011799318381,"D"
"7415",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,".gamma.-Hydroxybutyric acid","NISTNO:1442446",85.0294828,"[M-H-H2O]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7421",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,".alpha.-Hydroxybutyric acid","NISTNO:1340387",85.0294828,"[M-H-H2O]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7427",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,".alpha.-Hydroxyisobutyric acid","NISTNO:1346268",85.0294828,"[M-H-H2O]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7433",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"Ethyl glycolate","NISTNO:1143421",85.0294828,"[M-H-H2O]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7439",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"1,4-Anhydroerythritol","NISTNO:1456064",85.0294828,"[M-H-H2O]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7445",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"Methyl methoxyacetate","NISTNO:1065962",85.0294828,"[M-H-H2O]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7451",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"L-3-Aminoisobutyric acid_RT3","NISTNO:1471572",85.0294828,"[M-H-NH3]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7457",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"N-Methyl-L-alanine_RT3","NISTNO:1251802",85.0294828,"[M-H-NH3]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7463",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"2-Aminoisobutyric acid_RT3","NISTNO:1197551",85.0294828,"[M-H-NH3]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7469",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"Sarcosine methyl ester_RT3","NISTNO:1253158",85.0294828,"[M-H-NH3]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7475",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,".beta.-Alanine methyl ester_RT3","NISTNO:1563259",85.0294828,"[M-H-NH3]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7481",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"Diacetyl_RT2","NISTNO:1127389",85.0294828,"[M-H]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7487",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"Crotonic acid_RT2","NISTNO:1185034",85.0294828,"[M-H]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7493",85.02937775,9.77646666666667,1083932.75,85.0294828,10.6033783,"4-Hydroxybutanoic acid lactone_RT2","NISTNO:1064698",85.0294828,"[M-H]-",-1,"12C",0.16391008338626,1.23545535415774,"D"
"7410",85.02937775,9.77646666666667,1083932.75,85.02954969,10.59221598,".gamma.-Hydroxybutyric acid","NISTNO:1442444",85.02954969,"[M-H-H2O]-",-1,"12C",0.159561529401351,2.02212464151913,"D"
"7416",85.02937775,9.77646666666667,1083932.75,85.02954969,10.59221598,".alpha.-Hydroxybutyric acid","NISTNO:1113986",85.02954969,"[M-H-H2O]-",-1,"12C",0.159561529401351,2.02212464151913,"D"
"7446",85.02937775,9.77646666666667,1083932.75,85.02954969,10.59221598,"L-3-Aminoisobutyric acid_RT3","NISTNO:1471570",85.02954969,"[M-H-NH3]-",-1,"12C",0.159561529401351,2.02212464151913,"D"
"4104",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"D-Arabinose","NISTNO:1625967",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4111",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"D-Xylose","NISTNO:1625934",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4118",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"D-Ribulose","NISTNO:1102686",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4125",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"L-Xylulose","NISTNO:1054984",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4131",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"D-Ribose","NISTNO:1102743",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4137",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"D-Lyxose","NISTNO:1076630",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4144",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"D-Xylulose","NISTNO:1625817",131.0350063,"[M-H-H2O]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4151",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"Ethyl hydrogen malonate","NISTNO:1343817",131.0350063,"[M-H]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4158",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"Dimethyl malonate","NISTNO:1295769",131.0350063,"[M-H]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
"4165",131.0350304,9.66265,8166433.5,131.0350063,10.57256978,"Glutaric acid","NISTNO:1346263",131.0350063,"[M-H]-",-1,"12C",0.0898943617665608,0.183920284103923,"D"
